srp,price_info,room_info,size_info,main_info,possession_info,nearby_places,Airport,Hospital,Market
srp-857,₹1.4 CrEMI,3 BHK,1440 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.4 CrEMI starts at ₹69.5 K3 BHK Flat for sale in JharapadaProject NameAnantaraBuiltup area1440 sq.ftAverage Price₹9.72k/sq.ft
ABOUT introducing homes that seamlessly blend comfort and 
luxury to the world of real estate. Committed to providing 
DEVELOPER homes with large and optimum spaces, we believe that a 
spacious home not only accommodates your present 
needs but also sustains your growth over the years. As 
advocates of sustainable development and innovative 
design, each Motwani Constructions project reflects our 
vision a...more5",,"Doon School of Excellence, New Maninagaris 0.5 km awayJivan Gastro And Gynec Hospital | Liver Hospital | Maternity Hospital | Gastroenterologist | Pregnancy Care in vastralis 0.2 km awaymore...updated 4 weeks agoView PhoneContact Seller",No,Yes,No
srp-858,₹1.4 CrEMI,"3 BHK, 3 BHK, 3 BHK",1638 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.4 CrEMI starts at ₹69.5 K3 BHK Flat for sale in JharapadaProject NameAnantaraBuiltup area1638 sq.ftAverage Price₹8.55k/sq.ft3 BHK Apartment for sale in Jharapada, Bhubaneswar - contact now, for details about the most coveted property. This 3 BHK unit is available in Jharapada and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Jharapada. It is on floor 6. The total number of floors is 21. Residents in this project also pay monthly maintenance charges of Rs 0. It is a good, spacious Apa...more5",,"Doon School of Excellence, New Maninagaris 0.5 km awayJivan Gastro And Gynec Hospital | Liver Hospital | Maternity Hospital | Gastroenterologist | Pregnancy Care in vastralis 0.2 km awaymore...updated 4 weeks agoView PhoneContact Seller",No,Yes,No
srp-859,₹2.07 CrEMI,"4 BHK, 4 BHK",1940 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹2.07 CrEMI starts at ₹1.03 Lacs4 BHK Flat for sale in JharapadaProject NameAnantaraBuiltup area1940 sq.ftAverage Price₹10.67k/sq.ftOne of the finest property in Jharapada is now available for sale. This is a 4 BHK Apartment. Make it yours now. It is on floor 15. It is a 21 storeyed building. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1940 square_feet. It is a South-East-facing property with a good view. There are 4 bedrooms and 4 bathroom. Lift f...more5",,"Doon School of Excellence, New Maninagaris 0.5 km awayJivan Gastro And Gynec Hospital | Liver Hospital | Maternity Hospital | Gastroenterologist | Pregnancy Care in vastralis 0.2 km awaymore...updated 4 weeks agoView PhoneContact Seller",No,Yes,No
srp-860,₹62.0 LEMI,2 BHK,1246 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹62.0 LEMI starts at ₹32.83 K2 BHK Flat for sale in DashabatiaProject NameJB PolarisBuiltup area1246 sq.ftAverage Price₹4.97k/sq.ftThe project is spread over an area of 0.58 acres.
There are around 79 units on offer.
JB Polaris Tamando housing society has single tower with 10 floors.
JB Polaris Bhubaneswar has some great amenities to offer such as Swimming Pool, Visitors Parking and Terrace Garden.
AIIMS Hospital is a popular landmark in Tamando
Property prices in locality has changed -2.7% in last quarter More About This Property Chec...more5",,Ajay Science Collegeis 15.7 km awaySmart City Smilesis 20.6 km awaymore...updated 5 weeks agoView PhoneContact Seller,No,No,No
srp-861,₹2.14 CrEMI,"4 BHK, 4 BHK, 4 BHK",1940 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹2.14 CrEMI starts at ₹1.06 Lacs4 BHK Flat for sale in JharapadaProject NameMotwani AnantaraBuiltup area1940 sq.ftAverage Price₹11.03k/sq.ftCheck out this 4 BHK Apartment for sale in Jharapada, Bhubaneswar. This 4 BHK Apartment is perfect for a modern-day lifestyle. Jharapada is a promising location in Bhubaneswar and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 5. The total number of floors in this project is 20. The property's price is Rs 2.14 Cr. Residents in this property pay Rs 0...more5",,Jharapada High Schoolis 0.1 km awayUPHC Jharapadais 0.1 km awaymore...updated 8 weeks agoView PhoneContact Seller,No,No,No
srp-862,₹1.4 CrEMI,3 BHK,1470 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.4 CrEMI starts at ₹69.5 K3 BHK Flat for sale in JharapadaProject NameMotwani AnantaraBuiltup area1470 sq.ftAverage Price₹9.52k/sq.ftSpacious, Airy and Stylish find perfect balance in your new abode. Our Luxury apartments will bring you and your loved ones endless joy, hope, and contentment In the lap of comfort and greenery!

We, at Motwani Constructions, have always been the pioneers in the real estate world, to bring to our clients, properties that are close to their heart-in terms of Luxury comfort and style. Our idea was to not just...more5",,Jharapada High Schoolis 0.1 km awayUPHC Jharapadais 0.1 km awaymore...updated 8 weeks agoView PhoneContact Seller,No,No,No
srp-863,₹1.47 CrEMI,"3 BHK, 3 BHK, 3 BHK, 3 BHK",1800 sq.ft,"Free modular kitchen setup₹1.47 CrEMI starts at ₹72.98 K3 BHK Flat for sale in GhatikiaProject NameTrident Galaxy 3Builtup area1800 sq.ftAverage Price₹8.17k/sq.ftGood Society with Nearly all amenities with Gym, Two Swimming pool and Amphitheatre  More About This Property 3 BHK Apartment for sale in Bhubaneswar. This property is in Ghatikia, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bhubaneswar's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more ...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...SSisirOwnerupdated 16 days agoView PhoneContact Owner,No,Yes,No
srp-864,₹36.0 LEMI,,1500 sq.ft,"Zero brokerage₹36.0 LEMI starts at ₹19.06 KAgricultural Land for sale in PhulnakharaPlot area1500 sq.ftAverage Price2.4k/sq.ftPrice₹36.0 L1500 square_feet agricultural land for sale in Phulnakhara, Bhubaneswar. This farm land has a dimension of 40.0 mt length and 37.0 mt width. This is a corner plot. The farm land is East facing. There are 2 open sides for this plot. The width of the facing road is 37.0 mt. This agricultural land also has a boundary wall. The most popular landmarks near this farm land are Highway Food Hub, Hotel Puspa, Quick ...more5",,St. Xavier's High Schoolis 3 km awayDr Prasant Kumar Parida Medical Oncologistis 2 km awaymore...DPDIBYA PATTNAIKOwnerupdated 2 days agoView PhoneContact Owner,No,Yes,No
srp-865,₹27.0 LEMI,,1500 sq.ft,"₹27.0 LEMI starts at ₹14.3 KResidential Plot for sale in PatiaPlot area1500 sq.ftAverage Price1.8k/sq.ftPrice₹27.0 LResidential plot for sale near ODM global school, immediate construction plot, including conversion, mutation, electrification,road development, price also be negotiable.if any one intrested in this location contact me More About This Property 1500 square_feet Plot for sale in Patia, Bhubaneswar. This land has a dimension of 50.0 ft length 30.0 ft width. Price. The name of the project is Landmark city. This...more5",,Vishvas Public Schoolis 0.2 km awaySidharth Hospitalis 2.3 km awaymore...SRSashikant RoutAgentupdated 3 days agoView PhoneContact Seller,No,Yes,No
srp-866,₹32.0 LEMI,,2000 sq.ft,"₹32.0 LEMI starts at ₹16.95 KResidential Plot for sale in RaghunathpurPlot area2000 sq.ftAverage Price1.6k/sq.ftPrice₹32.0 L2000 square_feet Plot for sale in Raghunathpur, Bhubaneswar. This land has a dimension of 50.0 ft length 40.0 ft width. Price. This is a corner plot. The width of the facing road is 20.0 mt. This residential land also has a boundary wall. The most popular landmarks near this plot are Hotel Nandankanan, Maa Sarala Hotel, Royal Bhubaneswar Cafemore5",,SHREE LINGARAJA INFOSOLis 1.1 km awayClinic of Laparoscopic surgery Dr Tanmaya Pandais 0.8 km awaymore...JJOwnerupdated 5 weeks agoView PhoneContact Owner,No,Yes,No
srp-867,₹1.12 CrEMI,"3 BHK, 3 BHK","1945 sq.ft, 1945 sq.ft","₹1.12 CrEMI starts at ₹55.6 K3 BHK Flat for sale in PokhariputProject NameBhubaneswar  kokila palace ApartmentBuiltup area1945 sq.ftAverage Price₹5.76k/sq.ftCheck out this 3 BHK apartment for sale in The Annexe, Pokhariput, a popular residential project that houses in-demand flats in Pokhariput , Orissa . This property faces the East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms,5 balconies and 1puja room . All in all, the flat is spread over a Super built up area of 1945 sq.ft  The property is located on the 1st, 2nd , 3rd & 4th flo...more5",,"Madrasa Jamiul Uloom Bhubaneswaris 0.5 km awayUPHC , Pokhariput , BBSRis 0.2 km awaymore...RDRashmita DashOwnerupdated 11 days agoView PhoneContact Owner",No,No,No
srp-868,₹86.0 LEMI,3 BHK,2063 sq.ft,"₹86.0 LEMI starts at ₹42.7 K3 BHK Villa for sale in GhangapatnaProject Namesomu vintageBuiltup area2063 sq.ftAverage Price₹4.17k/sq.ftIndividual Duplex house which is under construction is available for sale. Situated in the prime location of Gothapatna which is approx 4kms from Sum Hospital.Our project is situated behind TSG Gurukul and Mantra Manor (Premium Housing Society).Good educational institutions are present nearby like Chanakya Public School, TSG Gurukul and main access to  one of city's best hospital like SUM and SUM Ultimate.R...more5",,"Kantabad Schoolis 0.6 km awaySPARSH HOSPITAL, KANTABADAis 1.5 km awaymore...Puspashree DashOwnerupdated 8 weeks agoView PhoneContact Owner",No,Yes,No
srp-869,₹1.35 CrEMI,3 BHK,1614 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.35 CrEMI starts at ₹67.02 K3 BHK Flat for sale in GhatikiaProject Namehill side avenueBuiltup area1614 sq.ftAverage Price₹8.36k/sq.ftHeading-discover the lifestyle  you deserve 
.The much awaited  city living  project  is finally  here
1.Premium 3bhk + luxury  home surrounded  by top schools, hospitals  ,shopping  center 
2. Indulge in 40 + amenities. 
4.a project  with  seemless connectivity every point of the city .
5. Large and well ventilated rooms.
6.lavish terraces curated  for luxury  and well ness.
7.full of terrace amenities two...more5",,Gurukul Vidya Mandiris 0.1 km awayIGKC Multispecialty Hospitalis 1.7 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,Yes,No
srp-870,₹1.32 CrEMI,"3 BHK, 3 BHK",1614 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.32 CrEMI starts at ₹65.53 K3 BHK Flat for sale in GhatikiaProject Namehill side avenueBuiltup area1614 sq.ftAverage Price₹8.18k/sq.ftOne of the finest property in Ghatikia is now available for sale. This is a 3 BHK Apartment. Make it yours now. It is on floor 9. It is a 12 storeyed building. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1614 square_feet. The carpet area is 1480 square_feet. A separate servant room available in this Apartment. It is a ...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,Yes,No
srp-871,₹82.0 LEMI,"3 BHK, 3 BHK, 3 BHK",1241 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹82.0 LEMI starts at ₹40.71 K3 BHK Flat for sale in PhulnakharaProject NameGM TerraceBuiltup area1241 sq.ftAverage Price₹6.61k/sq.ftMotwani Bliss is a project by Motwani Constructions Pvt. Ltd. in Bhubaneswar . It is a Under Construction project. Motwani Bliss offers some of the most conveniently designed Apartment. Located in Pahala, it is a residential project. The project is spread over 1 Acres . Limited Flats available More About This Property Best 3 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 3 BHK p...more5",,St. Xavier's High Schoolis 2.7 km awayDr Prasant Kumar Parida Medical Oncologistis 1.8 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,Yes,No
srp-872,₹85.0 LEMI,"3 BHK, 3 BHK",1555 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹85.0 LEMI starts at ₹42.2 K3 BHK Flat for sale in PahalaProject NameMotwani BlissBuiltup area1555 sq.ftAverage Price₹5.47k/sq.ftOne of the finest property in Bhimpur is now available for sale. This is a 3 BHK Apartment. Make it yours now. It is on floor 3. It is a 5 storeyed building. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1555 square_feet. The carpet area is 960 square_feet. There are 3 bedrooms and 3 bathroom. It is also close to good an...more5",,Kidozoneis 3.1 km awayNaharkanta UPHCis 3.9 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,No,No
srp-873,₹1.4 CrEMI,"3 BHK, 3 BHK, 3 BHK",1700 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.4 CrEMI starts at ₹69.5 K3 BHK Flat for sale in Satya NagarProject Nameamrit kalashBuiltup area1700 sq.ftAverage Price₹8.24k/sq.ftLooking for a 3 BHK Apartment for sale in Bhubaneswar? Your search ends here. Buy this 3 BHK property in Bhubaneswar's finest location, Satya Nagar. It is on floor 2 out of 5 floors. Maintenance charges in this property is Rs 0. The built up area of this property is 1700 square_feet. There are 3 bedrooms and 3 bathroom. Medical facility is also close at hand with names like Kar Vision Eye Hospital, RK VISIO...more5",,COMMERCE MERRIT ACADEMYis 0.1 km awayKar Vision Eye Hospitalis 0.7 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,Yes,No
srp-874,₹85.0 LEMI,"3 BHK, 3 BHK, 3 BHK, 3 BHK",1555 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹85.0 LEMI starts at ₹42.2 K3 BHK Flat for sale in PahalaProject NameMotwani BlissBuiltup area1555 sq.ftAverage Price₹5.47k/sq.ftA 3 BHK Apartment for sale in Bhimpur, Bhubaneswar. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Bhimpur's most desired properties. Contact now for more information. This 3 BHK unit is on floor 4. There are 5 floors in this property. Maintenance charges come to Rs 0. Each unit has a built-up area of 1555 square_feet. The carpet area is 960 square_feet. There are 3 bedrooms...more5",,Kidozoneis 3.1 km awayNaharkanta UPHCis 3.9 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,No,No
srp-875,₹1.4 CrEMI,"3 BHK, 3 BHK, 3 BHK",1700 sq.ft,"BRBeyond360 RealtyHousing Expert Pro₹1.4 CrEMI starts at ₹69.5 K3 BHK Flat for sale in Satya NagarProject Nameamrit kalashBuiltup area1700 sq.ftAverage Price₹8.24k/sq.ftLooking for a 3 BHK Apartment for sale in Bhubaneswar? Your search ends here. Buy this 3 BHK property in Bhubaneswar's finest location, Satya Nagar. It is on floor 5 out of 5 floors. Maintenance charges in this property is Rs 0. The built up area of this property is 1700 square_feet. There are 3 bedrooms and 3 bathroom. Medical facility is also close at hand with names like Kar Vision Eye Hospital, RK VISIO...more5",,COMMERCE MERRIT ACADEMYis 0.1 km awayKar Vision Eye Hospitalis 0.7 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,Yes,No
srp-876,₹85.0 LEMI,"2 BHK, 2 BHK, 2 BHK",1307 sq.ft,"₹85.0 LEMI starts at ₹42.2 K2 BHK Flat for sale in DumdumaProject NameOm shri saiBuiltup area1307 sq.ftAverage Price₹6.5k/sq.ft2 BHK Apartment for sale in Patrapada, Bhubaneswar - contact now, for details about the most coveted property. This 2 BHK unit is available in Patrapada and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Patrapada. It is on floor 7. The total number of floors is 9. The price of this Apartment is Rs 85.0 L. The built-up area is 1307 Square feet. There are 2 bedroo...more5",,Sri Satya Sai Vidyalayais 3 km awayUCHC Dumudumais 2.5 km awaymore...Tapan Babu RoutAgentupdated 7 weeks agoView PhoneContact Seller,No,No,No
srp-877,₹55.0 LEMI,"2 BHK, 2 BHK",1200 sq.ft,"₹55.0 LEMI starts at ₹29.13 K2 BHK Flat for sale in BhagawanpurBuiltup area1200 sq.ftAverage Price₹4.58k/sq.ftMain entrance facingEast FacingOne of the finest property in Bhagawanpur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. Other charges when you move into this property include maintenance, which is Rs 2000. This Apartment is spacious with a built-up area of 1200 square_feet. The carpet area is 1200 square_feet. It is a East-facing property wi...more5",,Patrapada Bhagabanpur Govt. High Schoolis 0.6 km awaySmart City Smilesis 1.5 km awaymore...AMAtasi MohantyOwnerupdated 17 days agoView PhoneContact Owner,No,No,No
srp-878,₹1.0 CrEMI,"3 BHK, 3 BHK",1700 sq.ft,"₹1.0 CrEMI starts at ₹49.65 K3 BHK Flat for sale in PatrapadaBuiltup area1700 sq.ftAverage Price₹5.88k/sq.ftMain entrance facingWest FacingProperty for sale in Patrapada, Bhubaneswar. This 3 BHK Apartment is located in Bhubaneswar's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 5. Homebuyers will also need to pay Rs 2250 towards maintenance. This Apartment is a spacious unit, with carpet area of 1700 square_feet and is ideal for fam...more5",,Aama Gharais 0.3 km awaySmart City Smilesis 1.5 km awaymore...KKeshabOwnerupdated 15 days agoView PhoneContact Owner,No,No,No
srp-879,₹98.0 LEMI,"2 BHK, 2 BHK",1334 sq.ft,"₹98.0 LEMI starts at ₹48.65 K2 BHK Flat for sale in PatrapadaProject NameShreekhetra GreenwoodBuiltup area1334 sq.ftAverage Price₹7.35k/sq.ftLooking for a good 2 BHK Apartment in Patrapada, Bhubaneswar? This property is in one of Bhubaneswar's most popular locations. This is a no brokerage property. This modern unit has a built-up area of 1334 square_feet. This property has a good view and is South-facing. There are 2 bedrooms and 2 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safe...more5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...JDJiwanjyoti DasOwnerupdated 14 days agoView PhoneContact Owner",No,Yes,No
srp-880,₹65.0 LEMI,"2 BHK, 2 BHK, 2 BHK",956 sq.ft,"₹65.0 LEMI starts at ₹34.42 K2 BHK Flat for sale in PatrapadaProject NameSri vinayak heeeriittttage bhubaneswarBuiltup area956 sq.ftAverage Price₹6.8k/sq.ftLooking for a 2 BHK Apartment for sale in Bhubaneswar? Your search ends here. Buy this 2 BHK property in Bhubaneswar's finest location, Patrapada. This is an owner listed property and there is no brokerage involved. The built up area of this property is 956 square_feet. This property is North-East facing. There are 2 bedrooms and 2 bathroom. Servant room is also present. The Apartment has lift facility. It ...more5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...KGKuna GoudaOwnerupdated 12 days agoView PhoneContact Owner",No,Yes,No
srp-881,₹3.0 CrEMI,"6 BHK, 6 BHK, 6 BHK",3000 sq.ft,"₹3.0 CrEMI starts at ₹1.49 Lacs6 BHK Independent House for sale in ChandrasekharpurBuiltup area3000 sq.ftAverage Price₹10.0k/sq.ftMain entrance facingNorth FacingAt a very prime location  0f Bhubaneswar  I. E Sailashree Vihar. 1km away from Dav public school. Independent duplex. More About This Property Check out this 6 BHK Independent House for sale in Chandrasekharpur, Bhubaneswar. This property is posted by owner and thus there is no need to pay any broker amount. This 6 BHK Independent House is perfect for a modern-day lifestyle. Chandrasekharpur is a promising ...more5",,ODM Public Schoolis 0.2 km awayKalinga Hospital Ltd.is 2.3 km awaymore...SOVAN MISHRAOwnerupdated todayView PhoneContact Owner,No,Yes,No
srp-882,₹7.5 CrEMI,,2265 sq.ft,"₹7.5 CrEMI starts at ₹3.72 LacsResidential Plot for sale in Aerodrome AreaPlot area2265 sq.ftAverage Price33.11k/sq.ftPrice₹7.5 Cr2265 square_feet Plot for sale in New Bapuji Nagar, Bhubaneswar. This land has a dimension of 25.0 ft length 90.0 ft width. This Plot is available at a price of Rs 7.5 Cr. The average price per sqft is Rs 33.11k. Price. This is a corner plot. The plot is East facing. There are 1 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum flo...more5",,St.xaviers High School Pallaspalliis 0.9 km awayKerala Panchakarma vaidyasalais 0.2 km awaymore...SRSunit RoyOwnerupdated todayView PhoneContact Owner,No,No,No
srp-883,₹1.96 CrEMI,,2784 sq.ft,"₹1.96 CrEMI starts at ₹97.29 KResidential Plot for sale in BrahmeswarpatnaPlot area2784 sq.ftAverage Price7.04k/sq.ftPrice₹1.96 Cr2784 square_feet Plot for sale in Brahmeswarpatna, Bhubaneswar. This land has a dimension of 70.0 ft length 40.0 ft width. Price. This is a corner plot. The plot is North facing. There are 2 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The most popular landmarks near this plot are HOTEL RAJARANI, Narayani Hotel, Kitchen Indiamore5",,Sai Khusboo Play Schoolis 0.4 km awayMedcare Hospital & Research Centeris 1.4 km awaymore...RPRajan PradhanOwnerupdated todayView PhoneContact Owner,No,Yes,No
srp-884,₹1.22 CrEMI,3 BHK,2400 sq.ft,"Zero brokerage₹1.22 CrEMI starts at ₹60.57 K3 BHK Independent House for sale in EbarangaProject NameDuplex houseBuiltup area2400 sq.ftAverage Price₹5.08k/sq.ftDiscover modern living with our stunning duplex, just 700-800 meters from the main road. Situated in a prestigious gated community, this home offers both convenience and tranquility. Enjoy the luxury of a meticulously crafted paver road and an efficient drainage system, ensuring a seamless and comfortable lifestyle. Embrace contemporary design and the peace of mind that comes from living in a secure, beauti...more5",,Hello Kids SPSis 1.2 km awaySalamatak Healthcare and Fertility Centeris 1.6 km awaymore...Pragyan Paramita PatraOwnerupdated todayView PhoneContact Owner,No,No,No
srp-885,₹30.0 LEMI,,1800 sq.ft,"Free registration ● Zero brokerage ● Free car parking₹30.0 LEMI starts at ₹15.89 KResidential Plot for sale in ChandakaPlot area1800 sq.ftAverage Price1.67k/sq.ftPrice₹30.0 LIt's a residential plot in affordable price with boundary wall with water supply CCTV camera gated community service electric supply street light,loan facility also available,30ft road. More About This Property 1800 square_feet Plot for sale in Chandaka, Bhubaneswar. This land has a dimension of 60.0 ft length 30.0 ft width. Price. This is a corner plot. The plot is East facing. There are 5 open sides for t...more5",,"S.S.V.M,Chandakais 2.6 km awayAhalya Hospitalis 5.9 km awaymore...MRManas Ranjan PaniOwnerupdated 3 days agoView PhoneContact Owner",No,Yes,No
srp-886,₹39.0 LEMI,,1500 sq.ft,"Zero brokerage₹39.0 LEMI starts at ₹20.65 KResidential Plot for sale in SundarpadaPlot area1500 sq.ftAverage Price2.6k/sq.ftPrice₹39.0 LThis plot is only 300mtr away from the 100ft double lane highway . Market area is only 350 MTR away from the plot. Good communication of city bus and public transport is available More About This Property 1500 Square feet Plot for sale in Sundarpada, Bhubaneswar. This land has a dimension of 45.0 mt length 34.0 mt width. This Plot is available at a price of Rs 39.0 L. The average price per sqft is Rs 2.6k. ...more5",,"Kalinga Vidyapeeth, Sundarpadais 0.1 km awaySalamatak Healthcare and Fertility Centeris 0.2 km awaymore...DSDipankar SamalOwnerupdated 2 days agoView PhoneContact Owner",No,No,No
srp-887,₹70.0 LEMI,"2 BHK, 2 BHK, 2 BHK",2100 sq.ft,"Zero brokerage₹70.0 LEMI starts at ₹37.07 K2 BHK Independent House for sale in KhordhaBuiltup area2100 sq.ftAverage Price₹3.33k/sq.ftMain entrance facingNorth FacingCheck out this 2 BHK Independent House for sale in Khordha, Bhubaneswar. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Khordha is a promising location in Bhubaneswar and this is one of the finest properties in the area. Buy this Independent House for sale now. Residents in this property pay Rs 0 toward...more5",,"JEMADEI U.P. SCHOOLis 0.9 km awayKeya Fertility IVF & Ultrasound , Khordha , Ganjam , Brahmapuris 1.3 km awaymore...PRPrakash Ranjan PradhanOwnerupdated 4 days agoView PhoneContact Owner",No,No,No
srp-888,₹45.0 LEMI,,2000 sq.ft,"₹45.0 LEMI starts at ₹23.83 KResidential Plot for sale in SisupalgarhPlot area2000 sq.ftAverage Price2.25k/sq.ftPrice₹45.0 L2sides road 20ft, 600Mts from MAIN CTK-Puri ROAD NUAGAON petrol pump,BACK SIDE AMBER showroom More About This Property 2000 square_feet Plot for sale in Sisupalgarh, Bhubaneswar. This land has a dimension of 50.0 ft length 40.0 ft width. Price. This is a corner plot. The plot is North facing. There are 2 open sides for this plot. The width of the facing road is 4050.0 mt. This residential land also has a bo...more5",,Binayak Primary schoolis 0.2 km awayShuddhi Hiims (Bhubaneswar) Ayurveda Clinicis 3.1 km awaymore...AMASHISH MANCHANDAOwnerupdated 5 days agoView PhoneContact Owner,No,Yes,No
srp-889,₹67.0 LEMI,"2 BHK, 2 BHK, 2 BHK, 2 BHK",1150 sq.ft,"₹67.0 LEMI starts at ₹35.48 K2 BHK Flat for sale in PatrapadaProject Name2 bhk flat for sale in patrpadaBuiltup area1150 sq.ftAverage Price₹5.83k/sq.ft2 BHK Apartment for sale in Patrapada, Bhubaneswar with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Patrapada which is a promising investment destination in Bhubaneswar. This might be your chance to grab the best 2 BHK property for sale in Patrapada. This 2 BHK Apartment is available at a reasonable price of Rs 67.0 L. The built-up area...more5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...ATAbhishek TripathyOwnerupdated 6 days agoView PhoneContact Owner",No,Yes,No
srp-890,₹2.2 CrEMI,"3 BHK, 3BHK, 3 BHK",2400 sq.ft,"Free registration ● Zero brokerage ● Free car parking ● Free modular kitchen setup₹2.2 CrEMI starts at ₹1.09 Lacs3 BHK Independent House for sale in ChandrasekharpurProject NameGDS PalaceBuiltup area2400 sq.ftAverage Price₹9.17k/sq.ft3BHK property with 2 independent floors in a good location  More About This Property Property for sale in Chandrasekharpur, Bhubaneswar. This 3 BHK Independent House is located in Bhubaneswar's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 2.2 Cr. The built-up area is 2400 square_feet. The property has 3 bedrooms and 3 bath...more5",,Government High Schoolis 2.1 km awayUronephro Center Of Excellence ( Best Urology Hospital in Bhubaneswar)is 0.9 km awaymore...IMItishree MohantyOwnerupdated todayView PhoneContact Owner,No,Yes,No
srp-891,₹95.0 LEMI,"4 BHK, 4 BHK, 4 BHK",1600 sq.ft,"₹95.0 LEMI starts at ₹47.16 K4 BHK Flat for sale in Forest ParkProject NameRashmi Villa ApartmentBuiltup area1600 sq.ftAverage Price₹5.94k/sq.ftCheck out this 4 BHK Apartment for sale in New Bapuji Nagar, Bhubaneswar. This 4 BHK Apartment is perfect for a modern-day lifestyle. New Bapuji Nagar is a promising location in Bhubaneswar and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 95.0 L. This property is a mode...more5",,"Kinder Garden Preschool, Forest Park, Bhubaneswaris 0.9 km awayBhoomika Eye Hospitalis 1 km awaymore...BNBiswajit NayakAgentupdated todayView PhoneContact Seller",No,Yes,No
srp-892,₹1.2 CrEMI,"4 BHK, 4 BHK, 4 BHK",1125 sq.ft,"₹1.2 CrEMI starts at ₹59.58 K4 BHK Independent House for sale in DumdumaBuiltup area1125 sq.ftAverage Price₹10.67k/sq.ftFurnishingUnfurnished4 BHK Independent House for sale in Bhubaneswar. This property is in Dumduma, which is a coveted investment location. This tastefully designed 4 BHK unit is among Bhubaneswar's best properties. Contact now for more details. The price of the Independent House is Rs 1.2 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1125 Square feet. It has 4 bathro...more5",,Sri Satya Sai Vidyalayais 0.9 km awayUCHC Dumudumais 0.4 km awaymore...SSSibananda SahooAgentupdated todayView PhoneContact Seller,No,No,No
